Key,English,Traditional Chinese,Thai,Vietnamese,Indonesia,Brazilian Portuguese,Spanish,Russian,French,German,Turkish,Hindi,Romanian,Arabic,Burmese,Urdu,Bengali
EVENT_8,"In this round, everyone change to FPP",在這一輪中，每個人都變成了FPP,ในรอบนี้ทุกคนเปลี่ยนเป็น FPP,"Vòng này, mọi người đổi sang góc nhìn thứ nhất","Di babak ini, semua orang berubah menjadi FPP","Nesta rodada, todos mudam para o FPP","En esta ronda, todos cambian a FPP",В этом раунде все переходят на FPP,"Dans ce tour, tout le monde change en FPP",In dieser Runde wechseln alle zu FPP,Bu turda herkes FPP'ye değişir,"इस दौर में, हर कोई FPP में बदल जाता है","În această rundă, toată lumea se schimbă la FPP",في هذه الجولة ، يتغير الجميع إلى FPP,ဒီပတ်ပတ်လည်မှာလူတိုင်း FPP ကိုပြောင်းလိုက်တယ်,اس دور میں ، ہر ایک ایف پی پی میں بدل جاتا ہے,"এই রাউন্ডে, প্রত্যেকে এফপিপি -তে পরিবর্তিত হয়"
EVENT_9,"In this round, the night comes",在這一輪中，夜晚來了,ในรอบนี้คืนมา,"Vòng này, màn đêm buông xuống","Di babak ini, malam tiba","Nesta rodada, chega a noite","En esta ronda, llega la noche",В этом раунде наступает ночь,"Dans ce tour, la nuit vient",In dieser Runde kommt die Nacht,Bu turda gece geliyor,"इस दौर में, रात आती है","În această rundă, vine noaptea",في هذه الجولة ، تأتي الليلة,ဒီပတ်ပတ်လည်မှာညဥ့်လာပါတယ်,اس دور میں ، رات آتی ہے,"এই রাউন্ডে, রাত আসে"
RED_WIN,RED TEAM WIN,紅隊獲勝,ทีมสีแดงชนะ,ĐỘI ĐỎ THẮNG,TIM MERAH MENANG,VITÓRIA DA EQUIPE VERMELHA,GANAR EL EQUIPO ROJO,Красная команда выигрывает,Gagner l'équipe rouge,Roter Teamgewinn,Kırmızı Takım Kazandı,रेड टीम जीत,Câștigă echipa roșie,الفوز الفريق الأحمر,အနီရောင်အသင်းအနိုင်ရရှိ,ریڈ ٹیم جیت,রেড টিম জয়
BLUE_WIN,BLUE TEAM WIN,藍隊獲勝,ทีมสีน้ำเงินชนะ,ĐỘI LAM THẮNG,TIM BLUE WIN,VITÓRIA DA EQUIPE AZUL,GANAR EL EQUIPO AZUL,Синяя команда выигрывает,Victoire de l'équipe bleue,Blue Team Win,Mavi Takım Kazanması,ब्लू टीम जीत,Câștigă echipa albastră,فوز الفريق الأزرق,အပြာရောင်အသင်းအနိုင်ရ,بلیو ٹیم جیت,নীল দল জয়
PINK_WIN,PINK TEAM WIN,粉紅色的團隊獲勝,ทีมสีชมพูชนะ,ĐỘI HỒNG THẮNG,TIM MERAH MUDA MENANG,VITÓRIA DA EQUIPE ROSA,GANAR EL EQUIPO ROSA,Розовая команда победа,Victoire de l'équipe rose,Pink -Team -Gewinn,Pembe Takım Kazanması,गुलाबी टीम जीत,Echipa roz câștigă,فوز الفريق الوردي,ပန်းရောင်အသင်းအနိုင်ရ,گلابی ٹیم جیت,গোলাপী দল জয়
GREEN_WIN,GREEN TEAM WIN,綠色團隊獲勝,ทีมสีเขียวชนะ,ĐỘI LỤC THẮNG,TIM HIJAU MENANG,VITÓRIA DA EQUIPE VERDE,GANAR EL EQUIPO VERDE,Зеленая команда выигрывает,Victoire de l'équipe verte,Green Team Win,Yeşil Takım Kazandı,ग्रीन टीम जीत,Echipa Verde câștigă,فوز الفريق الأخضر,အစိမ်းရောင်အသင်းအနိုင်ရ,گرین ٹیم جیت,সবুজ দল জয়
YELLOW_WIN,YELLOW TEAM WIN,黃隊獲勝,ทีมสีเหลืองชนะ,ĐỘI VÀNG THẮNG,Tim kuning menang,Venceda da equipe amarela,Ganar el equipo amarillo,Желтая команда победа,Victoire de l'équipe jaune,Gewinn des gelben Teams,Sarı Takım Kazandı,पीली टीम जीत,Echipa galbenă câștigă,فوز الفريق الأصفر,အဝါရောင်အသင်းအနိုင်ရရှိ,پیلے رنگ کی ٹیم جیت,হলুদ দল জয়
BORDER_1,"Border is about to close, water is about to rise!",邊界即將關閉，水即將上升！,ชายแดนกำลังจะปิดน้ำกำลังจะสูงขึ้น!,"Vòng bo chuẩn bị thu, nước chuẩn bị dâng!","Perbatasan akan ditutup, air akan naik!","A fronteira está prestes a fechar, a água está prestes a subir!","El borde está a punto de cerrar, ¡el agua está a punto de aumentar!","Граница собирается закрыть, вода собирается подняться!","La frontière est sur le point de fermer, l'eau est sur le point de monter!","Die Grenze ist kurz davor zu schließen, Wasser steigt kurz vor!","Sınır kapatmak üzere, su yükselmek üzere!","सीमा बंद होने वाली है, पानी उठने वाला है!","Granița este pe cale să se închidă, apa este pe cale să crească!",الحدود على وشك الإغلاق ، والمياه على وشك الارتفاع!,နယ်စပ်သည်နီးကပ်နေပြီးရေမြင့်တက်တော့မည်။,بارڈر بند ہونے ہی والا ہے ، پانی اٹھنے ہی والا ہے!,"সীমানা বন্ধ হতে চলেছে, জল বাড়তে চলেছে!"
BORDER_2,Border is about to close!,邊界即將關閉！,ชายแดนกำลังจะปิด!,Vòng bo chuẩn bị thu!,Perbatasan akan segera ditutup!,A fronteira está prestes a fechar!,¡El borde está a punto de cerrar!,Граница собирается закрыть!,La frontière est sur le point de fermer!,Grenze ist kurz vor dem Schließen!,Sınır kapatmak üzere!,सीमा बंद होने वाली है!,Granița este pe cale să închidă!,الحدود على وشك الإغلاق!,နယ်စပ်ကိုပိတ်တော့မည်။,بارڈر بند ہونے ہی والا ہے!,সীমানা বন্ধ হতে চলেছে!
VOTE,Vote your weapons,投票給你的武器,โหวตอาวุธของคุณ,Chọn vũ khí của bạn,Pilih senjatamu,Vote suas armas,Vota tus armas,Проголосовать за свое оружие,Votez vos armes,Stimmen Sie Ihre Waffen ab,Silahlarınızı Oy Ver,अपने हथियार वोट करें,Votează -ți armele,التصويت على أسلحتك,သင့်ရဲ့လက်နက်များကိုမဲပေးပါ,اپنے ہتھیاروں کو ووٹ دیں,আপনার অস্ত্র ভোট দিন
VOTE_RESULT,Weapon result,武器結果,ผลอาวุธ,Kết quả lựa chọn,Hasil senjata,Resultado da arma,Resultado del arma,Результат оружия,Résultat de l'arme,Waffenergebnis,Silah Sonucu,हथियार परिणाम,Rezultatul armei,نتيجة سلاح,လက်နက်ရလဒ်,ہتھیاروں کا نتیجہ,অস্ত্র ফলাফল
ROUND_START,ROUND START,圓點開始,รอบ,Vòng đấu bắt đầu,Mulai putaran,Início redondo,Inicio de la ronda,Круглый старт,Démarrage,Runder Start,Yuvarlak başlangıç,दौर की शुरुआत,Pornire rotundă,بداية جولة,Round Start,گول اسٹارٹ,গোল শুরু
BLUE,BLUE,藍色的,สีฟ้า,LAM,BIRU,AZUL,AZUL,СИНИЙ,BLEU,BLAU,MAVİ,नीला,ALBASTRU,أزرق,ပြာသော,نیلے رنگ,নীল
RED,RED,紅色的,สีแดง,ĐỎ,MERAH,VERMELHO,ROJO,КРАСНЫЙ,ROUGE,ROT,KIRMIZI,लाल,ROȘU,أحمر,အနီေရာင်,سرخ,লাল
PINK,PINK,粉色的,สีชมพู,HỒNG,MERAH JAMBU,ROSA,ROSA,РОЗОВЫЙ,ROSE,ROSA,PEMBE,गुलाबी,ROZ,لون القرنفل,ပန်းရောင်,گلابی,গোলাপী
GREEN,GREEN,綠色的,สีเขียว,LỤC,HIJAU,VERDE,VERDE,ЗЕЛЕНЫЙ,VERT,GRÜN,YEŞİL,हरा,VERDE,أخضر,စိမ်းလန်းသော,سبز,সবুজ
YELLOW,YELLOW,黃色的,สีเหลือง,VÀNG,KUNING,AMARELO,AMARILLO,ЖЕЛТЫЙ,JAUNE,GELB,SARI,पीला,GALBEN,أصفر,ဝါသော,پیلے رنگ,হলুদ
WATER,WATER IS RISING!,水正在上升！,น้ำกำลังเพิ่มขึ้น!,MỰC NƯỚC ĐANG DÂNG!,Air naik!,A água está subindo!,¡El agua está aumentando!,Вода поднимается!,L'eau augmente!,Wasser steigt!,Su yükseliyor!,पानी बढ़ रहा है!,Apa crește!,الماء يرتفع!,ရေထလာပြီ!,پانی بڑھ رہا ہے!,জল উঠছে!
ROUND_INFO,"Eliminate all enemies! Watch out, the water is rising!",消除所有敵人！提防，水正在上升！,กำจัดศัตรูทั้งหมด! ระวังน้ำกำลังเพิ่มขึ้น!,"Tiêu Diệt tất cả kẻ dịch! Cẩn thận, mực nước đang dâng","Hilangkan semua musuh! Watch out, airnya naik!","Elimine todos os inimigos! Cuidado, a água está subindo!","¡Elimina a todos los enemigos! ¡Cuidado, el agua está aumentando!","Устраните всех врагов! Берегись, вода поднимается!","Éliminez tous les ennemis! Attention, l'eau monte!","Beseitigen Sie alle Feinde! Pass auf, das Wasser steigt!","Tüm düşmanları ortadan kaldırın! Dikkat et, su yükseliyor!","सभी दुश्मनों को हटा दें! बाहर देखो, पानी बढ़ रहा है!","Eliminați toți dușmanii! Atenție, apa crește!",القضاء على جميع الأعداء! احترس ، الماء يرتفع!,"ရန်သူအားလုံးကိုဖယ်ရှားပါ။ သတိထားပါ, ရေထလာပြီ!",تمام دشمنوں کو ختم کریں! دیکھو ، پانی بڑھ رہا ہے!,"সমস্ত শত্রু দূর করুন! দেখুন, জল উঠছে!"
